                                                  Reporte Clientes 
===============================================================================================================================================================================
Dni Cliente                   Nombre Cliente                               Total gastado  Productos
KSO-608   Secadora Modelo Italica                                     914.17         19
Clientes atendidos:  40112594   26233063   
No hay clientes sin atender

....................................................................................................
TKM-141   Cocina a gas Marsella                                       402.24         0
Clientes atendidos:  89148118   78922174   23928045   32565207   
Clientes NO atendidos:  90237332   

....................................................................................................
QUU-384   Lavavajilla Blue Touch                                      2545.54        0
Clientes atendidos:  37110873   
Clientes NO atendidos:  77642521   67418025   73185299   89429489   43877279   

....................................................................................................
VRR-793   Rack Giratorio 32/60                                        241.71         0
Clientes atendidos:  87800799   81114108   98589725   22280452   43053402   85949265   
Clientes NO atendidos:  40348917   

....................................................................................................
SAM-013   Cocina a gas FFG3047SL                                      2275.18        0
Clientes atendidos:  79372768   
Clientes NO atendidos:  32904023   

....................................................................................................
YMU-875   Cocina a gas Plermo Quarzo                                  3232.1         6
Clientes atendidos:  24995742   45828535   45783712   
No hay clientes sin atender

....................................................................................................
SSD-176   Refrigeradora Linea Gallery                                 567.71         6
Clientes atendidos:  35584593   37110873   43043986   43877279   55552996   78078115   45783712   
No hay clientes sin atender

....................................................................................................
DFJ-952   Cocina a gas Prestige 60 INOX                               3342.77        12
Clientes atendidos:  84165595   77642521   35565959   78078115   25171011   40348917   
No hay clientes sin atender

....................................................................................................
BZS-261   Cocina a gas Trento                                         3087.87        7
Clientes atendidos:  35565959   
No hay clientes sin atender

....................................................................................................
ARS-231   Audifonos Stereos                                           327.62         1
Clientes atendidos:  71378466   78757121   
No hay clientes sin atender

....................................................................................................
SJQ-827   Reproductor Multimedia Touch Screen                         1719.56        18
Clientes atendidos:  76388967   49087435   50375303   
No hay clientes sin atender

....................................................................................................
UJV-290   Cocina a gas Fassina Plus                                   2423.26        8
Clientes atendidos:  83236386   89298238   
No hay clientes sin atender

....................................................................................................
QTK-083   Congeladora Conservador Vertical 476 Lts.                   2682.73        12
Clientes atendidos:  89298238   43488351   93160528   55552996   
No hay clientes sin atender

....................................................................................................
EQY-018   Radio AM/FM stereo RMU-51C                                  301.73         7
No se atendieron Pedidos

No hay clientes sin atender

....................................................................................................
OQI-373   Cocina Empotrable Premio Plus                               906.16         0
Clientes atendidos:  78757121   86402303   42928709   
Clientes NO atendidos:  42798099   90237332   86402303   71378466   87813843   78922174   95161027   

....................................................................................................
OTH-462   Lavadora Semi-Automatica                                    531.04         15
Clientes atendidos:  73185299   79140840   57263719   57263719   89863424   
No hay clientes sin atender

....................................................................................................
XTE-383   Rack Fijo 32/60                                             261.01         9
Clientes atendidos:  57690875   
No hay clientes sin atender

....................................................................................................
ZVA-180   Refrigeradora 322 litros                                    2903.13        10
Clientes atendidos:  33713901   50365593   54761731   
No hay clientes sin atender

....................................................................................................
BCN-855   Cocina a gas Bahia Can                                      4015.92        1
Clientes atendidos:  38913831   81114108   71463316   
No hay clientes sin atender

....................................................................................................
PQH-935   Rack Giratorio 26/32                                        94.45          11
Clientes atendidos:  71984468   
No hay clientes sin atender

....................................................................................................
LYZ-614   Impresore Mutifuncional Expression XP-211                   3510.84        12
Clientes atendidos:  59407188   
No hay clientes sin atender

....................................................................................................
FYF-898   Proyector a color                                           1160.46        14
Clientes atendidos:  15561764   
No hay clientes sin atender

....................................................................................................
OPJ-039   Secadora de Ropa                                            2765.64        10
Clientes atendidos:  90365520   62324793   
No hay clientes sin atender

....................................................................................................
CNN-411   Congeladora Side by Side                                    2296.29        22
Clientes atendidos:  16552775   42798099   
No hay clientes sin atender

....................................................................................................
KJX-387   Ventilador de techo                                         613.19         5
Clientes atendidos:  32904023   78757121   73535476   13245501   
No hay clientes sin atender

....................................................................................................
JFC-432   DVD DVM-L79                                                 307.67         0
Clientes atendidos:  20864087   85949265   89148118   38913831   
Clientes NO atendidos:  26233063   84165595   

....................................................................................................
EJW-346   Campana Extractora                                          359.7          9
Clientes atendidos:  83505958   78922174   
No hay clientes sin atender

....................................................................................................
EBI-299   Cocina a gas Fridare                                        2287.57        10
Clientes atendidos:  76388967   71463316   96258632   89148118   40112594   
No hay clientes sin atender

....................................................................................................
FEG-454   Sillon masajeador                                           1695.7         5
Clientes atendidos:  59162728   86241107   67418025   
No hay clientes sin atender

....................................................................................................
YEZ-591   Lavadora WA                                                 1320.03        8
Clientes atendidos:  63437380   
No hay clientes sin atender

....................................................................................................
UXG-019   Terma de acumulacion                                        934.91         10
Clientes atendidos:  32565207   55552996   66409237   86241107   19829266   89429489   
No hay clientes sin atender

....................................................................................................
FVB-607   Cocina a gas Essenza BL                                     2953.07        11
Clientes atendidos:  54761731   89863424   
No hay clientes sin atender

....................................................................................................
RDT-761   Horno Microondas con dorador                                904.95         15
Clientes atendidos:  84165595   80048864   59407188   19829266   42798099   45877001   
No hay clientes sin atender

....................................................................................................
BWD-036   Cocina Empotrable Klimatica                                 1086.34        0
Clientes atendidos:  60574154   
Clientes NO atendidos:  57263719   79475585   24995742   95751208   77191257   80048864   

....................................................................................................
TMN-884   Secadora de mano                                            310.65         0
Clientes atendidos:  88956889   
Clientes NO atendidos:  91897732   42798099   23928045   79140840   50365593   

....................................................................................................
ZXK-295   Cocina Empotrable Electrica                                 3679.43        8
Clientes atendidos:  78757121   
No hay clientes sin atender

....................................................................................................
DIQ-718   Horno Microondas de Conveccion Cello                        390.8          0
Clientes atendidos:  62566305   43488351   69324480   
No hay clientes sin atender

....................................................................................................
BTO-226   Friobar                                                     863.19         23
Clientes atendidos:  77484838   87800799   
No hay clientes sin atender

....................................................................................................
DFF-034   Grabadora de voz digital portátil con USB integrado         259.25         19
Clientes atendidos:  98140264   79140840   66409237   78078115   81114108   
No hay clientes sin atender

....................................................................................................
OFS-384   Parlantes Bluetooth                                         805.22         4
Clientes atendidos:  83236386   81114108   64394265   38637282   
No hay clientes sin atender

....................................................................................................
YZD-580   Mini componente ESX8                                        1582.29        2
Clientes atendidos:  37110873   38913831   
No hay clientes sin atender

....................................................................................................
OTW-288   Cavba de Vinos GE cap. 34 botellas                          1119.18        11
Clientes atendidos:  15210391   64394265   94080926   
No hay clientes sin atender

....................................................................................................
UOD-420   Mini componente ESX6                                        828.94         8
Clientes atendidos:  95751208   69324480   
No hay clientes sin atender

....................................................................................................
IDO-503   Laptop GamerVictus de 15.6                                  3935.17        1
Clientes atendidos:  32565207   16151792   
No hay clientes sin atender

....................................................................................................
VDD-853   Deshumedecedor  FAD30D7TSSW 3.4L 25-30m2                    1095.67        13
Clientes atendidos:  49087435   37110873   90365520   
No hay clientes sin atender

....................................................................................................
VTV-269   Extractor de aire                                           854.48         8
Clientes atendidos:  26976877   
No hay clientes sin atender

....................................................................................................
XZR-640   Lavadora-Secadora FWD                                       2390.58        11
Clientes atendidos:  78078115   91897732   49087435   
No hay clientes sin atender

....................................................................................................
DON-719   Secadora de Cabello SG-3035                                 360.69         9
Clientes atendidos:  24995742   15210391   69639726   
No hay clientes sin atender

....................................................................................................
HTY-123   Refrigeradora GM-S604ULV                                    1173.33        1
No se atendieron Pedidos

No hay clientes sin atender

....................................................................................................
LWG-915   Cocina a gas Murano                                         1101.47        10
Clientes atendidos:  50365593   27912250   46462527   23928045   27912250   
No hay clientes sin atender

....................................................................................................
JYQ-045   Horno Microondas 1.2 p3                                     267.15         19
Clientes atendidos:  15561764   
No hay clientes sin atender

....................................................................................................
AWB-345   Deshumedecedor DM-189H                                      800.37         0
Clientes atendidos:  13245501   16552775   63437380   25171011   44679500   93845419   
No hay clientes sin atender

....................................................................................................
YGV-332   Impresora Led Color                                         2517.66        16
Clientes atendidos:  86828079   77484838   
No hay clientes sin atender

....................................................................................................
HLR-109   Parlantes inalambricos                                      439.47         21
Clientes atendidos:  79140840   88995291   36380447   44229880   
No hay clientes sin atender

....................................................................................................
MQR-442   Reloj Digital RMM-29                                        271.66         23
Clientes atendidos:  86828079   83505958   
No hay clientes sin atender

....................................................................................................
GBD-525   Refrigeradora Puertas Mágicas                               2700.95        2
Clientes atendidos:  52097922   87800799   
No hay clientes sin atender

....................................................................................................
DEV-433   Parlantes portatiles SHOQBOX                                2698.74        12
Clientes atendidos:  54761731   
No hay clientes sin atender

....................................................................................................
OXP-732   Televisor OLED 4K UHD Google TV Smart 77 XR-77A80L LA8      16504.5        5
Clientes atendidos:  79901434   23928045   91897732   
No hay clientes sin atender

....................................................................................................
FVQ-662   Cocina a gas Pro 6300 INOX                                  1060.68        0
Clientes atendidos:  71378466   32565207   31611146   
Clientes NO atendidos:  43053402   40112594   

....................................................................................................
DEN-125   Rack Fijo 26/32                                             562.46         23
Clientes atendidos:  17913944   73786035   
No hay clientes sin atender

....................................................................................................
CRU-009   Lavavajilla                                                 2655.78        1
Clientes atendidos:  50375303   96258632   66409237   54716824   
No hay clientes sin atender

....................................................................................................
RSE-049   Radio CD/DVD - TV                                           4037.51        19
Clientes atendidos:  15210391   76388967   
No hay clientes sin atender

....................................................................................................
BRD-969   Centro de Lavado Electrico                                  2579.72        13
Clientes atendidos:  98140264   66409237   93160528   95751208   73914283   
No hay clientes sin atender

....................................................................................................
CIM-038   Cocina Empotrable Petra                                     2544.64        0
Clientes atendidos:  35565959   11602775   93845419   57690875   73535476   25171011   
Clientes NO atendidos:  86241107   94080926   

....................................................................................................
CNQ-172   Congeladora Horizontal 364 Lts.                             3689.62        12
Clientes atendidos:  16151792   76388967   62566305   
No hay clientes sin atender

....................................................................................................
QFR-958   Cocina a gas Bavaro                                         1607.46        4
Clientes atendidos:  45783712   27912250   
No hay clientes sin atender

....................................................................................................
TYF-885   Videojuego TW 4                                             794.14         2
Clientes atendidos:  62566305   83505958   79140840   26290971   43877279   
No hay clientes sin atender

....................................................................................................
VVS-017   Tablets MW 0731                                             2599.72        10
Clientes atendidos:  45877001   95161027   33713901   50365593   
No hay clientes sin atender

....................................................................................................
BXY-119   Cocina Empotrable Klimatica                                 2716.11        8
Clientes atendidos:  20864087   13245501   31193794   89429489   
No hay clientes sin atender

....................................................................................................
GKG-558   Horno Microondas MS2042D                                    1674.24        22
Clientes atendidos:  26290971   
No hay clientes sin atender

....................................................................................................
UCX-285   Galaxy Tab 3                                                3290.93        10
Clientes atendidos:  22280452   
No hay clientes sin atender

....................................................................................................
WZD-331   Refrigeradora ECOTT 465 IX                                  1213.79        2
Clientes atendidos:  40348917   16151792   69975105   87800799   29337157   
No hay clientes sin atender

....................................................................................................
AFL-718   Vinera                                                      1664.97        10
Clientes atendidos:  50365593   78922174   50375303   77484838   26976877   89148118   49087435   
No hay clientes sin atender

....................................................................................................
JJN-837   Lavadora Tecnologia Wobbie                                  1979.92        2
Clientes atendidos:  11602775   11602775   71984468   
No hay clientes sin atender

....................................................................................................
KDA-627   Cocina a gas Ijasmin                                        1424.46        6
Clientes atendidos:  60574154   
No hay clientes sin atender

....................................................................................................
PVZ-181   Ventilador circular                                         309.77         6
Clientes atendidos:  26290971   90237332   
No hay clientes sin atender

....................................................................................................
ISU-815   Audifonos                                                   619.89         3
Clientes atendidos:  52097922   46462527   32821689   
No hay clientes sin atender

....................................................................................................
OWN-701   Olla arrocera                                               220.82         18
Clientes atendidos:  36380447   52097922   59407188   
No hay clientes sin atender

....................................................................................................
HFM-021   Horno Electrico                                             726.91         0
Clientes atendidos:  88956889   15210391   29337157   86402303   84165595   69975105   
No hay clientes sin atender

....................................................................................................
GBJ-693   Radio CD                                                    314.2          0
Clientes atendidos:  15561764   
Clientes NO atendidos:  96659352   45877001   97403853   

....................................................................................................
FQG-293   Rapiducha Premiun                                           2784.31        18
Clientes atendidos:  55552996   78078115   62324793   69975105   95161027   
No hay clientes sin atender

....................................................................................................
XBD-314   Cocina a gas Fassina                                        1444.9         5
Clientes atendidos:  78922174   78922174   62324793   
No hay clientes sin atender

....................................................................................................
QIL-029   Mini componente Shake-5                                     2990.55        12
Clientes atendidos:  86828079   42928709   13245501   93845419   
No hay clientes sin atender

....................................................................................................
ZWF-661   Impresora Led                                               2731.61        0
Clientes atendidos:  17972674   
Clientes NO atendidos:  13245501   77191257   57263719   32565207   

....................................................................................................
QHC-492   Terma Solucion                                              1907.23        11
Clientes atendidos:  29337157   98140264   53166028   73185299   96258632   84165595   
No hay clientes sin atender

....................................................................................................
XLF-273   Centro de Lavado a Gas                                      2371.95        3
Clientes atendidos:  43488351   89148118   11602775   42928709   57690875   22777006   17913944   
No hay clientes sin atender

....................................................................................................
XOA-735   Congeladora Vertical 392 Lts.                               2708.07        0
Clientes atendidos:  13245501   78078115   
No hay clientes sin atender

....................................................................................................
FLW-631   Radio Reloj Despertador                                     819.04         6
Clientes atendidos:  38913831   
No hay clientes sin atender

....................................................................................................
ZEX-027   Tablet Xperia Z                                             3843.75        18
Clientes atendidos:  43043986   29337157   79901434   54716824   77191257   
No hay clientes sin atender

....................................................................................................
QJO-060   Televisor LED FULL HD                                       2704.14        22
Clientes atendidos:  45828535   
No hay clientes sin atender

....................................................................................................
GXF-122   Televisor Ultra HDTV                                        1110.16        11
Clientes atendidos:  37110873   78757121   62566305   79420973   
No hay clientes sin atender

....................................................................................................
QFP-254   Calentador electrico instantaneo                            180.65         0
Clientes atendidos:  90237332   89298238   43043986   
Clientes NO atendidos:  71463316   42928709   32904023   73185299   12663268   

....................................................................................................
DUG-251   Cocina a gas FFG3047SL                                      1597.96        3
Clientes atendidos:  32904023   93160528   99842319   81114108   
No hay clientes sin atender

....................................................................................................
III-576   Campana Extractora Venus Plus                               1077.65        16
Clientes atendidos:  63437380   95161027   60574154   42157219   49087435   
No hay clientes sin atender

....................................................................................................
IHG-413   Parlant Y pedestal PAM-83                                   317.7          11
Clientes atendidos:  33397650   17913944   
No hay clientes sin atender

....................................................................................................
QQB-968   Refrigeradora 484 litros                                    1452.92        9
No se atendieron Pedidos

No hay clientes sin atender

....................................................................................................
